STNAME,CTYNAME,STCODE,CTYCODE,year,cases
Wisconsin,Kewaunee County,55,61,Cases2006,1
Wisconsin,La Crosse County,55,63,Cases2006,29
Wisconsin,Lafayette County,55,65,Cases2006,0
Wisconsin,Langlade County,55,67,Cases2006,1
Wisconsin,Lincoln County,55,69,Cases2006,44
Wisconsin,Manitowoc County,55,71,Cases2006,2
Wisconsin,Marathon County,55,73,Cases2006,66
Wisconsin,Marinette County,55,75,Cases2006,7
Wisconsin,Marquette County,55,77,Cases2006,10
Wisconsin,Menominee County,55,78,Cases2006,1
Wisconsin,Milwaukee County,55,79,Cases2006,3
Wisconsin,Monroe County,55,81,Cases2006,55
Wisconsin,Oconto County,55,83,Cases2006,2
Wisconsin,Oneida County,55,85,Cases2006,63
Wisconsin,Outagamie County,55,87,Cases2006,10
Wisconsin,Ozaukee County,55,89,Cases2006,2
Wisconsin,Pepin County,55,91,Cases2006,4
Wisconsin,Pierce County,55,93,Cases2006,8
Wisconsin,Polk County,55,95,Cases2006,26
Wisconsin,Portage County,55,97,Cases2006,92
Wisconsin,Price County,55,99,Cases2006,33
Wisconsin,Racine County,55,101,Cases2006,6
Wisconsin,Richland County,55,103,Cases2006,26
Wisconsin,Rock County,55,105,Cases2006,11
Wisconsin,Rusk County,55,107,Cases2006,40
Wisconsin,St. Croix County,55,109,Cases2006,27
Wisconsin,Sauk County,55,111,Cases2006,12
Wisconsin,Sawyer County,55,113,Cases2006,45
Wisconsin,Shawano County,55,115,Cases2006,11
Wisconsin,Sheboygan County,55,117,Cases2006,3
Wisconsin,Taylor County,55,119,Cases2006,10
Wisconsin,Trempealeau County,55,121,Cases2006,23
Wisconsin,Vernon County,55,123,Cases2006,26
Wisconsin,Vilas County,55,125,Cases2006,18
Wisconsin,Walworth County,55,127,Cases2006,2
Wisconsin,Washburn County,55,129,Cases2006,37
Wisconsin,Washington County,55,131,Cases2006,2
Wisconsin,Waukesha County,55,133,Cases2006,7
Wisconsin,Waupaca County,55,135,Cases2006,53
Wisconsin,Waushara County,55,137,Cases2006,21
Wisconsin,Winnebago County,55,139,Cases2006,11
Wisconsin,Wood County,55,141,Cases2006,75
Wisconsin,Wisconsin,55,999,Cases2006,0
Wyoming,Albany County,56,1,Cases2006,0
Wyoming,Big Horn County,56,3,Cases2006,0
Wyoming,Campbell County,56,5,Cases2006,0
Wyoming,Carbon County,56,7,Cases2006,0
Wyoming,Converse County,56,9,Cases2006,0
Wyoming,Crook County,56,11,Cases2006,0
Wyoming,Fremont County,56,13,Cases2006,0
Wyoming,Goshen County,56,15,Cases2006,0
Wyoming,Hot Springs County,56,17,Cases2006,0
Wyoming,Johnson County,56,19,Cases2006,0
Wyoming,Laramie County,56,21,Cases2006,0
Wyoming,Lincoln County,56,23,Cases2006,0
Wyoming,Natrona County,56,25,Cases2006,1
Wyoming,Niobrara County,56,27,Cases2006,0
Wyoming,Park County,56,29,Cases2006,0
Wyoming,Platte County,56,31,Cases2006,0
Wyoming,Sheridan County,56,33,Cases2006,0
Wyoming,Sublette County,56,35,Cases2006,0
Wyoming,Sweetwater County,56,37,Cases2006,0
Wyoming,Teton County,56,39,Cases2006,0
Wyoming,Uinta County,56,41,Cases2006,0
Wyoming,Washakie County,56,43,Cases2006,0
Wyoming,Weston County,56,45,Cases2006,0
Wyoming,Wyoming,56,999,Cases2006,0
Alabama,Autauga County,1,1,Cases2007,0
Alabama,Baldwin County,1,3,Cases2007,0
Alabama,Barbour County,1,5,Cases2007,0
Alabama,Bibb County,1,7,Cases2007,0
Alabama,Blount County,1,9,Cases2007,0
Alabama,Bullock County,1,11,Cases2007,0
Alabama,Butler County,1,13,Cases2007,0
Alabama,Calhoun County,1,15,Cases2007,1
Alabama,Chambers County,1,17,Cases2007,2
Alabama,Cherokee County,1,19,Cases2007,0
Alabama,Chilton County,1,21,Cases2007,0
Alabama,Choctaw County,1,23,Cases2007,0
Alabama,Clarke County,1,25,Cases2007,0
Alabama,Clay County,1,27,Cases2007,0
Alabama,Cleburne County,1,29,Cases2007,0
Alabama,Coffee County,1,31,Cases2007,0
Alabama,Colbert County,1,33,Cases2007,0
Alabama,Conecuh County,1,35,Cases2007,0
Alabama,Coosa County,1,37,Cases2007,0
Alabama,Covington County,1,39,Cases2007,0
Alabama,Crenshaw County,1,41,Cases2007,0
Alabama,Cullman County,1,43,Cases2007,0
Alabama,Dale County,1,45,Cases2007,0
Alabama,Dallas County,1,47,Cases2007,0
Alabama,DeKalb County,1,49,Cases2007,0
Alabama,Elmore County,1,51,Cases2007,0
Alabama,Escambia County,1,53,Cases2007,0
Alabama,Etowah County,1,55,Cases2007,0
Alabama,Fayette County,1,57,Cases2007,0
Alabama,Franklin County,1,59,Cases2007,0
Alabama,Geneva County,1,61,Cases2007,0
Alabama,Greene County,1,63,Cases2007,1
Alabama,Hale County,1,65,Cases2007,0
Alabama,Henry County,1,67,Cases2007,0
Alabama,Houston County,1,69,Cases2007,0
Alabama,Jackson County,1,71,Cases2007,1
Alabama,Jefferson County,1,73,Cases2007,2
Alabama,Lamar County,1,75,Cases2007,0
Alabama,Lauderdale County,1,77,Cases2007,0
Alabama,Lawrence County,1,79,Cases2007,0
Alabama,Lee County,1,81,Cases2007,1
Alabama,Limestone County,1,83,Cases2007,0
Alabama,Lowndes County,1,85,Cases2007,0
Alabama,Macon County,1,87,Cases2007,0
Alabama,Madison County,1,89,Cases2007,0
Alabama,Marengo County,1,91,Cases2007,1
Alabama,Marion County,1,93,Cases2007,0
Alabama,Marshall County,1,95,Cases2007,0
Alabama,Mobile County,1,97,Cases2007,0
Alabama,Monroe County,1,99,Cases2007,0
Alabama,Montgomery County,1,101,Cases2007,0
Alabama,Morgan County,1,103,Cases2007,1
Alabama,Perry County,1,105,Cases2007,0
Alabama,Pickens County,1,107,Cases2007,0
Alabama,Pike County,1,109,Cases2007,0
Alabama,Randolph County,1,111,Cases2007,0
Alabama,Russell County,1,113,Cases2007,0
Alabama,St. Clair County,1,115,Cases2007,0
Alabama,Shelby County,1,117,Cases2007,1
Alabama,Sumter County,1,119,Cases2007,0
Alabama,Talladega County,1,121,Cases2007,0
Alabama,Tallapoosa County,1,123,Cases2007,1
Alabama,Tuscaloosa County,1,125,Cases2007,0
Alabama,Walker County,1,127,Cases2007,0
Alabama,Washington County,1,129,Cases2007,0
Alabama,Wilcox County,1,131,Cases2007,0
Alabama,Winston County,1,133,Cases2007,0
Alabama,Alabama,1,999,Cases2007,1
Alaska,Aleutians East Borough,2,13,Cases2007,0
Alaska,Aleutians West Census Area,2,16,Cases2007,0
Alaska,Anchorage Municipality,2,20,Cases2007,3
Alaska,Bethel Census Area,2,50,Cases2007,1
Alaska,Bristol Bay Borough,2,60,Cases2007,0
Alaska,Denali Borough,2,68,Cases2007,0
Alaska,Dillingham Census Area,2,70,Cases2007,1
Alaska,Fairbanks North Star Borough,2,90,Cases2007,0
Alaska,Haines Borough,2,100,Cases2007,0
Alaska,Hoonah-Angoon Census Area,2,105,Cases2007,0
Alaska,Juneau City and Borough,2,110,Cases2007,0
Alaska,Kenai Peninsula Borough,2,122,Cases2007,1
Alaska,Ketchikan Gateway Borough,2,130,Cases2007,0
Alaska,Kodiak Island Borough,2,150,Cases2007,0
Alaska,Lake and Peninsula Borough,2,164,Cases2007,0
Alaska,Matanuska-Susitna Borough,2,170,Cases2007,4
Alaska,Nome Census Area,2,180,Cases2007,0
Alaska,North Slope Borough,2,185,Cases2007,0
Alaska,Northwest Arctic Borough,2,188,Cases2007,0
Alaska,Petersburg Census Area,2,195,Cases2007,0
Alaska,Prince of Wales-Hyder Census Area,2,198,Cases2007,0
Alaska,Sitka City and Borough,2,220,Cases2007,0
Alaska,Skagway Municipality,2,230,Cases2007,0
Alaska,Southeast Fairbanks Census Area,2,240,Cases2007,0
Alaska,Valdez-Cordova Census Area,2,261,Cases2007,0
Alaska,Wade Hampton Census Area,2,270,Cases2007,0
Alaska,Wrangell City and Borough,2,275,Cases2007,0
Alaska,Yakutat City and Borough,2,282,Cases2007,0
Alaska,Yukon-Koyukuk Census Area,2,290,Cases2007,0
Alaska,Alaska,2,999,Cases2007,0
Arizona,Apache County,4,1,Cases2007,0
Arizona,Cochise County,4,3,Cases2007,0
Arizona,Coconino County,4,5,Cases2007,2
Arizona,Gila County,4,7,Cases2007,0
Arizona,Graham County,4,9,Cases2007,0
Arizona,Greenlee County,4,11,Cases2007,0
Arizona,La Paz County,4,12,Cases2007,0
Arizona,Maricopa County,4,13,Cases2007,0
Arizona,Mohave County,4,15,Cases2007,0
Arizona,Navajo County,4,17,Cases2007,0
Arizona,Pima County,4,19,Cases2007,0
Arizona,Pinal County,4,21,Cases2007,0
Arizona,Santa Cruz County,4,23,Cases2007,0
Arizona,Yavapai County,4,25,Cases2007,0
Arizona,Yuma County,4,27,Cases2007,0
Arizona,Arizona,4,999,Cases2007,0
Arkansas,Arkansas County,5,1,Cases2007,0
Arkansas,Ashley County,5,3,Cases2007,0
Arkansas,Baxter County,5,5,Cases2007,0
Arkansas,Benton County,5,7,Cases2007,1
Arkansas,Boone County,5,9,Cases2007,0
Arkansas,Bradley County,5,11,Cases2007,0
Arkansas,Calhoun County,5,13,Cases2007,0
Arkansas,Carroll County,5,15,Cases2007,0
Arkansas,Chicot County,5,17,Cases2007,0
Arkansas,Clark County,5,19,Cases2007,0
Arkansas,Clay County,5,21,Cases2007,0
Arkansas,Cleburne County,5,23,Cases2007,0
Arkansas,Cleveland County,5,25,Cases2007,0
Arkansas,Columbia County,5,27,Cases2007,0
Arkansas,Conway County,5,29,Cases2007,0
Arkansas,Craighead County,5,31,Cases2007,0
Arkansas,Crawford County,5,33,Cases2007,0
Arkansas,Crittenden County,5,35,Cases2007,0
Arkansas,Cross County,5,37,Cases2007,0
Arkansas,Dallas County,5,39,Cases2007,0
Arkansas,Desha County,5,41,Cases2007,0
Arkansas,Drew County,5,43,Cases2007,0
Arkansas,Faulkner County,5,45,Cases2007,0
Arkansas,Franklin County,5,47,Cases2007,0
Arkansas,Fulton County,5,49,Cases2007,0
Arkansas,Garland County,5,51,Cases2007,0
Arkansas,Grant County,5,53,Cases2007,0
Arkansas,Greene County,5,55,Cases2007,0
Arkansas,Hempstead County,5,57,Cases2007,0
Arkansas,Hot Spring County,5,59,Cases2007,0
Arkansas,Howard County,5,61,Cases2007,0
Arkansas,Independence County,5,63,Cases2007,0
Arkansas,Izard County,5,65,Cases2007,0
Arkansas,Jackson County,5,67,Cases2007,0
Arkansas,Jefferson County,5,69,Cases2007,0
Arkansas,Johnson County,5,71,Cases2007,0
Arkansas,Lafayette County,5,73,Cases2007,0
Arkansas,Lawrence County,5,75,Cases2007,0
Arkansas,Lee County,5,77,Cases2007,0
Arkansas,Lincoln County,5,79,Cases2007,0
Arkansas,Little River County,5,81,Cases2007,0
Arkansas,Logan County,5,83,Cases2007,0
Arkansas,Lonoke County,5,85,Cases2007,0
Arkansas,Madison County,5,87,Cases2007,0
Arkansas,Marion County,5,89,Cases2007,0
Arkansas,Miller County,5,91,Cases2007,0
Arkansas,Mississippi County,5,93,Cases2007,0
Arkansas,Monroe County,5,95,Cases2007,0
Arkansas,Montgomery County,5,97,Cases2007,0
Arkansas,Nevada County,5,99,Cases2007,0
Arkansas,Newton County,5,101,Cases2007,0
Arkansas,Ouachita County,5,103,Cases2007,0
Arkansas,Perry County,5,105,Cases2007,0
Arkansas,Phillips County,5,107,Cases2007,0
Arkansas,Pike County,5,109,Cases2007,0
Arkansas,Poinsett County,5,111,Cases2007,0
Arkansas,Polk County,5,113,Cases2007,0
Arkansas,Pope County,5,115,Cases2007,0
Arkansas,Prairie County,5,117,Cases2007,0
Arkansas,Pulaski County,5,119,Cases2007,0
Arkansas,Randolph County,5,121,Cases2007,0
Arkansas,St. Francis County,5,123,Cases2007,0
Arkansas,Saline County,5,125,Cases2007,0
Arkansas,Scott County,5,127,Cases2007,0
Arkansas,Searcy County,5,129,Cases2007,0
Arkansas,Sebastian County,5,131,Cases2007,0
Arkansas,Sevier County,5,133,Cases2007,0
Arkansas,Sharp County,5,135,Cases2007,0
Arkansas,Stone County,5,137,Cases2007,0
Arkansas,Union County,5,139,Cases2007,0
Arkansas,Van Buren County,5,141,Cases2007,0
Arkansas,Washington County,5,143,Cases2007,0
Arkansas,White County,5,145,Cases2007,0
Arkansas,Woodruff County,5,147,Cases2007,0
Arkansas,Yell County,5,149,Cases2007,0
Arkansas,Arkansas,5,999,Cases2007,0
California,Alameda County,6,1,Cases2007,3
California,Alpine County,6,3,Cases2007,0
California,Amador County,6,5,Cases2007,2
California,Butte County,6,7,Cases2007,0
California,Calaveras County,6,9,Cases2007,0
California,Colusa County,6,11,Cases2007,0
California,Contra Costa County,6,13,Cases2007,0
California,Del Norte County,6,15,Cases2007,0
California,El Dorado County,6,17,Cases2007,2
California,Fresno County,6,19,Cases2007,0
California,Glenn County,6,21,Cases2007,0
California,Humboldt County,6,23,Cases2007,6
California,Imperial County,6,25,Cases2007,0
California,Inyo County,6,27,Cases2007,0
California,Kern County,6,29,Cases2007,2
California,Kings County,6,31,Cases2007,0
California,Lake County,6,33,Cases2007,1
California,Lassen County,6,35,Cases2007,0
California,Los Angeles County,6,37,Cases2007,9
California,Madera County,6,39,Cases2007,0
California,Marin County,6,41,Cases2007,3
California,Mariposa County,6,43,Cases2007,0
California,Mendocino County,6,45,Cases2007,5
California,Merced County,6,47,Cases2007,0
California,Modoc County,6,49,Cases2007,0
California,Mono County,6,51,Cases2007,0
California,Monterey County,6,53,Cases2007,0
California,Napa County,6,55,Cases2007,3
California,Nevada County,6,57,Cases2007,2
California,Orange County,6,59,Cases2007,1
California,Placer County,6,61,Cases2007,0
California,Plumas County,6,63,Cases2007,0
California,Riverside County,6,65,Cases2007,0
California,Sacramento County,6,67,Cases2007,2
California,San Benito County,6,69,Cases2007,0
California,San Bernardino County,6,71,Cases2007,0
California,San Diego County,6,73,Cases2007,5
California,San Francisco County,6,75,Cases2007,3
California,San Joaquin County,6,77,Cases2007,0
California,San Luis Obispo County,6,79,Cases2007,0
California,San Mateo County,6,81,Cases2007,0
California,Santa Barbara County,6,83,Cases2007,2
California,Santa Clara County,6,85,Cases2007,2
California,Santa Cruz County,6,87,Cases2007,5
California,Shasta County,6,89,Cases2007,0
California,Sierra County,6,91,Cases2007,1
California,Siskiyou County,6,93,Cases2007,0
California,Solano County,6,95,Cases2007,0
California,Sonoma County,6,97,Cases2007,9
California,Stanislaus County,6,99,Cases2007,0
California,Sutter County,6,101,Cases2007,0
California,Tehama County,6,103,Cases2007,0
California,Trinity County,6,105,Cases2007,1
California,Tulare County,6,107,Cases2007,1
California,Tuolumne County,6,109,Cases2007,0
California,Ventura County,6,111,Cases2007,4
California,Yolo County,6,113,Cases2007,1
California,Yuba County,6,115,Cases2007,0
California,California,6,999,Cases2007,0
Colorado,Adams County,8,1,Cases2007,0
Colorado,Alamosa County,8,3,Cases2007,0
Colorado,Arapahoe County,8,5,Cases2007,0
Colorado,Archuleta County,8,7,Cases2007,0
Colorado,Baca County,8,9,Cases2007,0
Colorado,Bent County,8,11,Cases2007,0
Colorado,Boulder County,8,13,Cases2007,0
Colorado,Broomfield County,8,14,Cases2007,0
Colorado,Chaffee County,8,15,Cases2007,0
Colorado,Cheyenne County,8,17,Cases2007,0
Colorado,Clear Creek County,8,19,Cases2007,0
Colorado,Conejos County,8,21,Cases2007,0
Colorado,Costilla County,8,23,Cases2007,0
Colorado,Crowley County,8,25,Cases2007,0
Colorado,Custer County,8,27,Cases2007,0
Colorado,Delta County,8,29,Cases2007,0
Colorado,Denver County,8,31,Cases2007,0
Colorado,Dolores County,8,33,Cases2007,0
Colorado,Douglas County,8,35,Cases2007,0
Colorado,Eagle County,8,37,Cases2007,0
Colorado,Elbert County,8,39,Cases2007,0
Colorado,El Paso County,8,41,Cases2007,0
Colorado,Fremont County,8,43,Cases2007,0
Colorado,Garfield County,8,45,Cases2007,0
Colorado,Gilpin County,8,47,Cases2007,0
Colorado,Grand County,8,49,Cases2007,0
Colorado,Gunnison County,8,51,Cases2007,0
Colorado,Hinsdale County,8,53,Cases2007,0
Colorado,Huerfano County,8,55,Cases2007,0
Colorado,Jackson County,8,57,Cases2007,0
Colorado,Jefferson County,8,59,Cases2007,0
Colorado,Kiowa County,8,61,Cases2007,0
Colorado,Kit Carson County,8,63,Cases2007,0
Colorado,Lake County,8,65,Cases2007,0
Colorado,La Plata County,8,67,Cases2007,0
Colorado,Larimer County,8,69,Cases2007,0
Colorado,Las Animas County,8,71,Cases2007,0
Colorado,Lincoln County,8,73,Cases2007,0
Colorado,Logan County,8,75,Cases2007,0
Colorado,Mesa County,8,77,Cases2007,0
Colorado,Mineral County,8,79,Cases2007,0
Colorado,Moffat County,8,81,Cases2007,0
Colorado,Montezuma County,8,83,Cases2007,0
Colorado,Montrose County,8,85,Cases2007,0
Colorado,Morgan County,8,87,Cases2007,0
Colorado,Otero County,8,89,Cases2007,0
Colorado,Ouray County,8,91,Cases2007,0
Colorado,Park County,8,93,Cases2007,0
Colorado,Phillips County,8,95,Cases2007,0
Colorado,Pitkin County,8,97,Cases2007,0
Colorado,Prowers County,8,99,Cases2007,0
Colorado,Pueblo County,8,101,Cases2007,0
Colorado,Rio Blanco County,8,103,Cases2007,0
Colorado,Rio Grande County,8,105,Cases2007,0
Colorado,Routt County,8,107,Cases2007,0
Colorado,Saguache County,8,109,Cases2007,0
Colorado,San Juan County,8,111,Cases2007,0
Colorado,San Miguel County,8,113,Cases2007,0
Colorado,Sedgwick County,8,115,Cases2007,0
Colorado,Summit County,8,117,Cases2007,0
Colorado,Teller County,8,119,Cases2007,0
Colorado,Washington County,8,121,Cases2007,0
Colorado,Weld County,8,123,Cases2007,0
Colorado,Yuma County,8,125,Cases2007,0
Colorado,Colorado,8,999,Cases2007,0
Connecticut,Fairfield County,9,1,Cases2007,434
Connecticut,Hartford County,9,3,Cases2007,216
Connecticut,Litchfield County,9,5,Cases2007,358
Connecticut,Middlesex County,9,7,Cases2007,157
Connecticut,New Haven County,9,9,Cases2007,377
Connecticut,New London County,9,11,Cases2007,407
Connecticut,Tolland County,9,13,Cases2007,227
Connecticut,Windham County,9,15,Cases2007,178
Connecticut,Connecticut,9,999,Cases2007,704
Delaware,Kent County,10,1,Cases2007,155
Delaware,New Castle County,10,3,Cases2007,441
Delaware,Sussex County,10,5,Cases2007,92
Delaware,Delaware,10,999,Cases2007,27
District of Columbia,District of Columbia,11,1,Cases2007,116
Florida,Alachua County,12,1,Cases2007,1
Florida,Baker County,12,3,Cases2007,0
Florida,Bay County,12,5,Cases2007,0
Florida,Bradford County,12,7,Cases2007,0
Florida,Brevard County,12,9,Cases2007,0
Florida,Broward County,12,11,Cases2007,1
Florida,Calhoun County,12,13,Cases2007,0
Florida,Charlotte County,12,15,Cases2007,2
Florida,Citrus County,12,17,Cases2007,0
Florida,Clay County,12,19,Cases2007,0
Florida,Collier County,12,21,Cases2007,0
Florida,Columbia County,12,23,Cases2007,0
Florida,DeSoto County,12,27,Cases2007,0
Florida,Dixie County,12,29,Cases2007,0
Florida,Duval County,12,31,Cases2007,0
Florida,Escambia County,12,33,Cases2007,0
Florida,Flagler County,12,35,Cases2007,0
Florida,Franklin County,12,37,Cases2007,0
Florida,Gadsden County,12,39,Cases2007,0
Florida,Gilchrist County,12,41,Cases2007,0
Florida,Glades County,12,43,Cases2007,0
Florida,Gulf County,12,45,Cases2007,0
Florida,Hamilton County,12,47,Cases2007,0
Florida,Hardee County,12,49,Cases2007,1
Florida,Hendry County,12,51,Cases2007,0
Florida,Hernando County,12,53,Cases2007,2
Florida,Highlands County,12,55,Cases2007,0
Florida,Hillsborough County,12,57,Cases2007,1
Florida,Holmes County,12,59,Cases2007,0
Florida,Indian River County,12,61,Cases2007,0
Florida,Jackson County,12,63,Cases2007,0
Florida,Jefferson County,12,65,Cases2007,0
Florida,Lafayette County,12,67,Cases2007,0
Florida,Lake County,12,69,Cases2007,0
Florida,Lee County,12,71,Cases2007,3
Florida,Leon County,12,73,Cases2007,0
Florida,Levy County,12,75,Cases2007,0
Florida,Liberty County,12,77,Cases2007,0
Florida,Madison County,12,79,Cases2007,0
Florida,Manatee County,12,81,Cases2007,2
Florida,Marion County,12,83,Cases2007,1
Florida,Martin County,12,85,Cases2007,4
Florida,Miami-Dade County,12,86,Cases2007,0
Florida,Monroe County,12,87,Cases2007,0
Florida,Nassau County,12,89,Cases2007,0
Florida,Okaloosa County,12,91,Cases2007,0
Florida,Okeechobee County,12,93,Cases2007,0
Florida,Orange County,12,95,Cases2007,2
Florida,Osceola County,12,97,Cases2007,0
Florida,Palm Beach County,12,99,Cases2007,4
Florida,Pasco County,12,101,Cases2007,0
Florida,Pinellas County,12,103,Cases2007,4
Florida,Polk County,12,105,Cases2007,0
Florida,Putnam County,12,107,Cases2007,0
Florida,St. Johns County,12,109,Cases2007,1
Florida,St. Lucie County,12,111,Cases2007,0
Florida,Santa Rosa County,12,113,Cases2007,0
Florida,Sarasota County,12,115,Cases2007,0
Florida,Seminole County,12,117,Cases2007,0
Florida,Sumter County,12,119,Cases2007,0
Florida,Suwannee County,12,121,Cases2007,0
Florida,Taylor County,12,123,Cases2007,0
Florida,Union County,12,125,Cases2007,0
Florida,Volusia County,12,127,Cases2007,0
Florida,Wakulla County,12,129,Cases2007,0
Florida,Walton County,12,131,Cases2007,1
Florida,Washington County,12,133,Cases2007,0
Florida,Florida,12,999,Cases2007,0
Georgia,Appling County,13,1,Cases2007,0
